701718 AMBLER                 AK  -9  N67  6  W157 51    88  1003
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  4  3728 J8  1123  4817 J8  3002  1834 J8   515  6989 21122  5.5  4.6  0.64  0.09   1.52  -4.85  -1.47  -0.98  68   600     0  3.5
  5  4917 J8  1706  5954 J8  3867  2122 J8   533  9961 26534  6.0  4.9  1.06  0.09   7.78  -0.67   3.71   4.07  62   458     0  4.0
  6  5484 J8  1839  6361 J8  4689  2486 J8   685 11538 31666  5.9  5.1  1.43  0.09  16.18   8.14  12.36  12.36  65   186     1  2.2
  7  4543 J8  1699  4665 J8  3842  2279 J8   479 10654 28831  7.2  6.4  2.29  0.08  20.13  12.47  16.17  16.31  73    69     6  2.0
  8  2484 J8   920  1977 J8  2666  1723 J8   371  7960 22534  8.4  8.0  1.75  0.06  11.71   6.01   8.99   9.49  79   293     0  2.6
  9  1718 J8   873  2483 J8  2985   965 J8   344  4769 17606  7.3  6.9  1.15  0.04   8.37   3.23   5.75   6.41  73   376     0  3.0
 10   844 J8   502  2229 J8  2236   414 J8   145  2014 12696  6.0  5.9  0.67  0.03  -0.79  -5.06  -2.89  -2.28  68   659     0  3.8
 11   146 J8   113  1064 J8  1104    81 J8    61   414  7253  5.5  5.2  0.67  0.02  -9.75 -14.13 -11.73 -11.33  69   908     0  3.3
 12     4 J9     7   325 J9   446     2 J9     3    13  1931  5.9  5.4  0.44  0.03 -17.08 -23.07 -19.82 -19.70  70  1191     0  2.2
 13  2210 J8  2005  3103 J8  2008  1092 J8   946  4968 16910  5.7  5.1  0.97  0.06   0.01  -6.16  -2.95  -2.52  68  7796     7  3.2
 1999
  1    69 J8    74   797 J8   665    36 J8    31   192  5413  3.8  3.2  0.32  0.04 -23.05 -29.67 -26.17 -25.80  73  1385     0  2.5
  2   534 J8   254  1291 J8  1022   367 J8   194  1325 11077  6.2  5.0  0.31  0.06 -20.54 -26.96 -23.64 -22.56  74  1178     0  2.6
  3  1792 J8   649  2767 J8  2014  1018 J8   382  3741 16124  7.2  5.2  0.46  0.08 -13.49 -21.24 -17.38 -16.47  55  1107     0  4.5
  4  3154 J8  1234  2417 J8  2280  2130 J8   517  6962 21080  9.0  7.8  0.60  0.09  -4.78 -13.01  -8.69  -7.88  63   817     0  4.1
  5  4807 J8  2013  5733 J8  4817  2066 J8   585  9940 26482  5.8  5.3  0.76  0.09   8.89  -0.03   4.67   5.12  54   431     0  2.4
  6  6286 J8  2044  8750 J8  5156  2026 J8   608 11534 31649  4.8  3.4  1.54  0.09  19.56   8.83  14.44  14.45  55   131     7  2.4
  7  4918 J8  2022  5512 J8  4708  2201 J8   615 10670 28875  6.4  5.7  1.77  0.08  18.39  10.03  14.30  14.45  64   139    11  2.1
  8  3203 J8  1082  4233 J8  3882  1599 J8   609  7985 22579  6.3  5.9  1.84  0.06  15.52   8.23  11.82  12.58  70   203     3  2.4
  9  2067 J8   786  3780 J8  2994   926 J8   372  4794 17647  5.8  5.4  1.19  0.04   9.67   2.29   5.84   6.93  72   370     0  2.5
 10   738 J8   348  1780 J8  2070   447 J8   236  2033 12737  7.4  6.7  0.65  0.03  -5.61 -10.39  -8.14  -7.37  62   816     0  3.0
 11   177 J8   145  1573 J8  1228    74 J8    56   421  7300  3.2  3.2  0.58  0.02 -15.60 -21.05 -18.51 -18.18  61  1100     0  2.3
 12     4 J9     7   289 J9   358     2 J9     2    14  1947  4.3  4.1  0.33  0.03 -22.77 -30.36 -26.30 -26.38  71  1392     0  2.4
 13  2312 J8  2157  3244 J8  2474  1074 J8   889  4968 16909  5.9  5.1  0.86  0.06  -2.82 -10.28  -6.48  -5.93  65  9069    21  2.8
 2000
  1    49 J8    61   513 J8   589    33 J8    35   187  5363  5.0  4.7  0.29  0.04 -18.15 -27.79 -22.17 -21.64  72  1280     0  2.5
  2   453 J8   298  1249 J8  1556   275 J8   122  1344 11119  6.3  6.2  0.52  0.06  -8.90 -14.31 -11.58 -11.16  69   868     0  4.4
  3  1949 J8   643  4616 J8  2477   714 J8   281  3815 16242  3.4  3.1  0.49  0.08  -8.99 -14.73 -11.96 -10.91  51   936     0  4.3
  4  4144 J8  1229  7108 J8  3840  1383 J8   495  7042 21201  2.6  2.4  0.47  0.09  -3.93 -12.80  -8.11  -7.09  50   801     0  3.8
  5  4562 J8  1857  5421 J8  4774  2026 J8   577 10001 26637  5.8  5.4  0.74  0.09   2.47  -5.13  -1.08  -0.66  64   609     0  2.2
  6  5983 J8  1862  7979 J8  4687  2102 J8   581 11544 31694  4.5  4.1  1.52  0.09  18.31   7.43  13.06  13.06  57   164     0  2.4
  7  4277 J8  1622  4510 J8  3636  2148 J8   413 10621 28713  6.8  6.3  1.76  0.08  16.48   7.90  12.21  12.37  68   190     0  2.4
  8  2740 J8  1236  2974 J8  3396  1553 J8   409  7909 22451  7.5  7.2  1.49  0.06  12.06   5.78   8.86   9.44  71   292     0  2.5
  9  1534 J8   714  2075 J8  2877   933 J8   295  4717 17529  7.7  7.5  0.95  0.04   5.14   0.18   2.65   3.34  74   470     0  2.4
 10   855 J8   503  2400 J8  2530   408 J8   180  1977 12615  6.1  5.7  0.64  0.03  -3.97  -8.77  -6.31  -5.59  68   766     0  3.7
 11   132 J8   121   793 J9  1053    77 J8    52   399  7156  7.1  5.7  0.59  0.02  -4.61  -9.37  -6.79  -6.56  71   760     0  3.3
 12     2 J9     2   177 J9   217     1 J9     2    12  1901  6.2  5.2  0.55  0.03  -7.46 -15.25 -11.12 -11.04  73   920     0  3.7
 13  2223 J8  2075  3318 J8  2603   971 J8   841  4964 16885  5.7  5.3  0.83  0.06  -0.13  -7.24  -3.53  -3.04  66  8056     0  3.1
 2001
  1    64 J8    63   490 J9   527    45 J8    44   201  5518  7.4  4.7  0.49  0.04 -12.74 -20.92 -16.55 -16.74  67  1090     0  2.9
  2   530 J8   325  1332 J8  1417   333 J8   162  1357 11171  7.1  5.6  0.48  0.06  -9.83 -18.80 -14.21 -13.32  66   914     0  3.8
  3  2230 J8   781  4883 J8  2293   844 J8   301  3793 16211  4.4  2.1  0.40  0.08 -12.37 -20.31 -16.23 -15.58  60  1075     0  4.0
  4  4058 J8  1201  5937 J8  3348  1665 J8   592  7019 21169  5.2  3.9  0.59  0.09  -3.91 -12.53  -7.87  -7.11  64   797     0  4.5
  5  6020 J8  1413  8716 J8  3577  1887 J8   569  9984 26594  5.2  2.8  0.67  0.09   2.64  -6.12  -1.40  -0.99  63   622     0  3.1
  6  6290 J8  1439  7912 J8  4086  2369 J8   602 11542 31690  5.7  4.1  1.49  0.09  18.48   7.87  13.46  13.47  54   155     1  2.5
  7  5576 J8  1608  7197 J8  4323  2158 J8   637 10636 28766  5.6  4.2  1.71  0.08  18.29   9.73  14.28  14.45  66   141     7  3.2
  8  4038 J8  1320  6235 J8  3656  1430 J8   490  7931 22486  6.3  4.1  1.66  0.06  17.90   8.32  13.22  14.10  68   163     1  2.6
  9  1897 J8   838  2986 J8  3111  1000 J8   370  4740 17559  7.4  6.3  1.27  0.04   9.92   4.86   7.36   8.01  74   328     0  2.4
 10   836 J8   371  2081 J8  1795   468 J8   231  1994 12651  7.9  5.5  0.65  0.03  -4.14  -9.88  -6.93  -5.98  68   785     0  3.1
