722026 HOMESTEAD AFB          FL  -5  N25 29  W080 23     5  1012
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  1  3190 J6   795  3015 J7  1840  1613 J6   309  6720 15143  5.8  5.6  3.20  0.12  26.06  18.19  21.63  23.64  79     3   121  3.3
  2  3779 J5   809  3181 J7  1943  1964 J5   395  7921 15798  6.0  5.5  2.46  0.12  24.76  15.48  19.87  21.94  70     8    58  3.4
  3  4746 J5  1227  3813 J7  2338  2179 J5   450  9330 16557  6.3  5.7  2.62  0.14  25.35  17.22  21.01  22.86  69    12   103  3.5
  4  5786 J5  1179  4392 J7  1874  2559 J5   469 10468 17281  5.9  5.1  2.23  0.18  27.20  19.06  23.06  24.79  60     0   144  3.6
  5  6439 J5   986  4987 J7  1983  2701 J5   575 11086 17844  5.0  4.4  3.34  0.22  29.26  21.79  25.42  26.86  66     0   223  3.5
  6  5912 J5  1018  3615 J7  1781  3188 J5   545 11268 18084  6.0  5.1  4.11  0.24  31.96  24.56  27.89  29.16  72     0   298  2.8
  7  5718 J5   934  3622 J7  1511  2977 J5   405 11118 17859  5.7  5.0  4.25  0.25  33.80  25.24  29.21  30.67  70     0   347  1.9
  8  5514 J5  1117  3505 J7  1956  2918 J5   455 10595 17269  6.0  5.3  4.05  0.24  33.49  25.69  28.99  30.44  73     0   349  2.1
  9  5313 J5   873  4069 J7  1809  2455 J5   504  9629 16557  5.7  4.5  4.58  0.20  32.86  25.50  28.88  30.43  74     0   326  2.4
 10  4174 J5   904  3326 J7  1795  2095 J5   447  8289 15824  6.6  5.5  4.55  0.16  31.07  23.59  26.94  28.58  77     0   279  2.6
 11  3519 J6   859  3617 J7  1824  1575 J6   304  6975 15185  5.5  5.1  3.42  0.12  28.15  20.16  24.06  25.66  76     1   176  3.0
 12  3557 J6   594  4749 J7  1782  1216 J6   341  6311 14875  3.9  3.6  2.70  0.09  24.79  15.54  20.08  22.30  76    24    81  2.7
 13  4804 J5  1117  3824 J7   613  2287 J5   619  9143 16523  5.7  5.0  3.46  0.17  29.06  21.00  24.75  26.44  72    48  2504  2.9
 1994
  1  3391 J6   811  3645 J7  2183  1524 J6   412  6713 15140  5.5  5.1  2.87  0.08  24.36  16.08  19.83  22.08  82    13    72  3.2
  2  4061 J5  1276  4332 J7  2696  1566 J5   421  7909 15791  5.3  4.8  3.01  0.09  25.80  18.20  21.53  23.25  80    11   114  3.0
  3  5356 J5  1266  5443 J7  2459  1814 J5   490  9318 16544  4.2  4.0  2.85  0.11  27.43  17.93  22.32  24.42  77     2   136  3.1
  4  5557 J6  1221  4387 J7  2393  2420 J6   567 10460 17268  5.4  5.0  3.22  0.15  29.37  21.32  24.87  26.61  76     0   211  3.3
  5  5664 J5  1384  3884 J7  2347  2748 J5   544 11082 17838  6.4  5.8  3.85  0.19  30.85  22.12  26.29  27.93  72     0   253  2.5
  6  5298 J5  1133  2884 J7  1913  3106 J5   564 11268 18083  7.1  6.5  4.43  0.22  32.48  25.07  28.37  29.66  75     0   313  2.3
