722104 ST PETERSBURG ALBERT W FL  -5  N27 46  W082 38     2  1013
 1991-2010
 MO AVGLO FL SDGLO AVDIR FL SDDIR AVDIF FL SDDIF AVETR AETRN  TOT  OPQ   H2O   TAU  MAX_T  MIN_T  AVG_T  AVGDT  RH  HTDD  CLDD AVWS
  8  5733 J5  1037  4077 J6  1781  2674 J5   510 10570 17399  6.3  5.1  4.66  0.22  31.60  25.63  28.01  28.97  77     0   319  4.0
  9  4678 J5  1145  3125 J6  1783  2495 J5   398  9484 16590  7.1  5.7  4.73  0.19  30.55  25.23  27.40  28.26  79     0   287  4.9
 10  4282 J5   966  4191 J6  2107  1795 J5   433  8031 15756  5.1  3.9  3.68  0.15  28.80  23.14  25.54  26.56  80     0   237  4.9
 11  3545 J5   877  4247 J6  2030  1340 J5   368  6637 15011  4.6  4.0  2.87  0.11  26.98  20.44  23.50  24.64  82     0   162  4.9
 12  2797 J5   906  3257 J6  2415  1238 J5   365  5935 14648  5.7  5.4  2.50  0.08  22.86  16.67  19.26  20.36  86    20    65  4.2
 13  4756 J5  1299  4147 J6   787  2049 J5   632  8981 16524  5.8  4.9  3.51  0.15  27.87  21.32  24.11  25.25  76   113  2405  4.2
 1995
  1  3180 J5  1068  4047 J6  2741  1219 J5   374  6342 14930  5.7  4.5  2.08  0.07  19.79  13.45  16.31  17.49  77    67    14  4.1
  2  4094 J5  1197  4825 J6  2954  1403 J5   535  7590 15665  4.7  4.3  2.17  0.08  21.34  13.75  17.16  18.56  74    56    34  4.2
  3  4894 J5  1316  4626 J6  2534  1883 J5   439  9101 16526  5.6  4.8  2.49  0.11  25.19  17.49  21.12  22.36  79     7   100  4.7
  4  5533 J5  1709  4750 J6  2903  2179 J5   547 10375 17355  5.3  4.6  2.79  0.15  27.54  21.01  23.91  25.05  73     0   178  4.8
  5  6494 J5  1025  5403 J6  1859  2535 J5   542 11114 18016  4.5  3.9  3.46  0.19  32.14  25.32  28.26  29.40  75     0   322  4.6
  6  5919 J5  1589  4290 J6  2468  2707 J5   547 11357 18305  6.3  5.4  4.26  0.21  30.74  25.15  27.78  28.61  76     0   288  4.6
  7  6094 J5  1224  4457 J6  2045  2732 J5   512 11188 18066  6.8  5.2  5.03  0.23  32.79  26.75  29.43  30.10  72     0   355  4.0
  8  5851 J5  1230  4549 J6  1878  2514 J5   447 10578 17405  5.7  4.6  5.30  0.22  32.33  27.20  29.51  30.27  73     0   355  4.4
  9  5622 J5   542  5006 J6  1470  2169 J5   529  9495 16600  4.5  3.6  4.84  0.19  31.41  26.24  28.45  29.38  73     0   315  3.7
 10  4012 J5   927  3605 J6  1935  1857 J5   418  8044 15762  5.7  4.8  4.57  0.14  29.29  23.90  26.19  27.10  74     0   256  5.1
 11  3977 J5   613  5509 J6  1894  1140 J5   393  6647 15019  3.3  2.8  2.66  0.11  23.82  16.52  20.00  21.12  68    22    77  4.0
 12  3015 J5   964  4085 J6  2611  1099 J5   352  5937 14647  4.7  4.3  2.34  0.08  20.90  13.97  16.85  18.12  65    80    52  3.7
 13  4890 J5  1192  4596 J6   555  1953 J5   616  8981 16525  5.2  4.4  3.50  0.15  27.27  20.89  23.75  24.80  73   232  2347  4.3
 1996
  1  3564 J5   836  4934 J6  2065  1082 J5   330  6334 14925  4.5  4.0  2.06  0.07  20.11  12.25  15.82  17.12  75    87    20  4.1
  2  4149 J5  1106  5150 J6  2425  1291 J5   385  7603 15671  4.0  3.7  1.96  0.08  20.63  12.13  15.74  17.11  77    90    34  4.0
  3  5074 J5  1493  5131 J6  2759  1743 J5   494  9137 16546  4.6  4.2  2.13  0.11  21.58  13.28  17.15  18.44  74    76    48  4.9
  4  5853 J5  1528  5146 J6  2508  2152 J5   453 10399 17373  4.4  4.2  2.50  0.15  25.47  18.43  21.49  22.72  74     5   113  4.4
  5  6358 J5  1026  5096 J6  2136  2562 J5   651 11124 18025  4.9  4.3  3.55  0.19  30.70  23.77  26.83  27.87  71     0   276  4.3
  6  6332 J5  1241  4774 J6  2263  2737 J5   631 11358 18305  5.3  4.4  4.07  0.21  30.95  25.34  27.70  28.50  74     0   294  3.9
  7  6893 J7   567  5798 J7  1496  2561 J7   598 11179 18055  3.9  2.9  4.17  0.23  32.19  26.19  28.77  29.58  76     0   337  3.9
  8  5454 J7   994  3639 J7  1588  2792 J7   416 10558 17394  6.7  5.4  4.52  0.22  31.78  26.22  28.55  29.47  77     0   331  3.8
  9  4817 J5  1046  3411 J6  1837  2457 J5   382  9464 16581  6.5  5.3  4.19  0.19  31.32  25.69  28.02  29.12  73     0   305  3.9
 10  4067 J5   931  3597 J6  2131  1908 J5   465  8007 15743  5.7  4.6  3.60  0.14  28.64  22.74  25.10  26.24  73     0   228  4.9
 11  3610 J5   576  4185 J6  1535  1416 J5   316  6619 15004  4.9  4.3  2.51  0.10  25.06  17.60  21.12  22.44  70     6    96  5.0
 12  2816 J5   993  3288 J6  2543  1245 J5   329  5933 14649  5.4  5.1  2.38  0.08  22.27  15.34  18.04  19.38  71    36    50  3.7
 13  4916 J6  1295  4512 J7   845  1995 J6   630  8976 16522  5.1  4.4  3.14  0.15  26.73  19.91  22.86  24.00  74   299  2133  4.2
 1997
  1  3357 J5   969  4344 J6  2314  1193 J5   264  6358 14939  4.9  4.3  2.24  0.07  21.91  14.74  17.68  19.03  73    46    46  3.5
  2  3797 J5  1003  3864 J6  2112  1654 J5   355  7618 15684  5.7  5.2  2.74  0.08  25.07  17.47  20.46  22.07  76    11    93  4.1
  3  4744 J5  1143  4177 J6  2443  2057 J5   513  9129 16543  5.9  5.2  3.02  0.11  27.65  20.35  23.59  24.87  71     0   176  3.8
  4  4573 J5  1515  2853 J6  2038  2553 J5   389 10396 17374  7.1  6.7  3.06  0.15  26.02  19.86  22.78  23.75  67     1   139  4.8
  5  5681 J5  1307  3850 J6  2331  2839 J5   596 11124 18026  6.6  5.8  3.56  0.19  29.26  23.41  26.02  27.01  70     0   248  3.7
  6  6186 J5  1010  4363 J6  1708  2868 J5   390 11359 18308  7.0  5.5  4.24  0.21  31.44  24.90  27.78  28.80  71     0   295  3.8
  7  5720 J5   755  3359 J6  1325  3142 J5   392 11181 18059  7.8  6.4  4.97  0.23  31.68  26.09  28.60  29.30  77     0   327  3.3
  8  5539 J5   969  3746 J6  1665  2749 J5   396 10562 17394  7.2  5.8  4.75  0.22  31.58  26.22  28.58  29.44  76     0   328  3.2
  9  5005 J5  1054  3756 J6  1637  2386 J5   360  9470 16579  6.9  5.3  4.45  0.19  31.02  25.45  27.72  28.70  75     0   297  3.8
 10  4338 J5  1039  4215 J6  1954  1778 J5   358  8016 15745  5.4  4.3  3.33  0.14  27.72  21.91  24.59  25.49  76     2   203  4.1
 11  3134 J5   954  3120 J6  1904  1466 J5   327  6626 15004  6.6  5.8  2.81  0.11  23.47  17.85  20.48  21.25  79     8    78  3.5
 12  2582 J5  1004  2718 J6  2412  1287 J5   337  5934 14645  7.0  6.2  2.73  0.08  21.22  15.14  18.14  19.14  83    53    48  3.6
 13  4555 J5  1146  3697 J6   567  2164 J5   679  8981 16525  6.5  5.5  3.49  0.15  27.34  21.12  23.87  24.90  75   121  2279  3.8
 1998
